TXYEAR,TXMONTH,Treatment,Cancer_Type,Number,Date_Serial
2001,September,Chemotherapy,Pancreas,342,37135
2001,September,Inpatient Days,Liver,6688,37135
2001,September,Inpatient Days,Pancreas,7907,37135
2001,September,Radiation Therapy,Liver,7202,37135
2001,September,Radiation Therapy,Pancreas,4837,37135
2001,September,Surgeries,Liver,8012,37135
2001,September,Surgeries,Pancreas,931,37135
2001,October,Chemotherapy,Liver,2442,37165
2001,October,Chemotherapy,Pancreas,6382,37165
2001,October,Inpatient Days,Liver,5154,37165
2001,October,Inpatient Days,Pancreas,6010,37165
2001,October,Radiation Therapy,Liver,3885,37165
2001,October,Radiation Therapy,Pancreas,7667,37165
2001,October,Surgeries,Liver,5601,37165
2001,October,Surgeries,Pancreas,1810,37165
2001,November,Chemotherapy,Liver,5559,37196
2001,November,Chemotherapy,Pancreas,1142,37196
2001,November,Inpatient Days,Liver,7679,37196
2001,November,Inpatient Days,Pancreas,8291,37196
2001,November,Radiation Therapy,Liver,1650,37196
2001,November,Radiation Therapy,Pancreas,5587,37196
2001,November,Surgeries,Liver,8949,37196
2001,November,Surgeries,Pancreas,2454,37196
2001,December,Chemotherapy,Liver,6205,37226
2001,December,Chemotherapy,Pancreas,7885,37226
2001,December,Inpatient Days,Liver,5408,37226
2001,December,Inpatient Days,Pancreas,4933,37226
2001,December,Radiation Therapy,Liver,9218,37226
2001,December,Radiation Therapy,Pancreas,3868,37226
2001,December,Surgeries,Liver,2445,37226
2001,December,Surgeries,Pancreas,9408,37226
2002,January,Chemotherapy,Liver,3551,37257
2002,January,Chemotherapy,Pancreas,6158,37257
2002,January,Inpatient Days,Liver,1702,37257
2002,January,Inpatient Days,Pancreas,5297,37257
2002,January,Radiation Therapy,Liver,1966,37257
2002,January,Radiation Therapy,Pancreas,7916,37257
2002,January,Surgeries,Liver,2791,37257
2002,January,Surgeries,Pancreas,9324,37257
2002,February,Chemotherapy,Liver,5311,37288
2002,February,Chemotherapy,Pancreas,2987,37288
2002,February,Inpatient Days,Liver,6297,37288
2002,February,Inpatient Days,Pancreas,3141,37288
2002,February,Radiation Therapy,Liver,9923,37288
2002,February,Radiation Therapy,Pancreas,7271,37288
2002,February,Surgeries,Liver,8979,37288
2002,February,Surgeries,Pancreas,9817,37288
2002,March,Chemotherapy,Liver,2106,37316
2002,March,Chemotherapy,Pancreas,8312,37316
2002,March,Inpatient Days,Liver,4691,37316
2002,March,Inpatient Days,Pancreas,7629,37316
2002,March,Radiation Therapy,Liver,1635,37316
2002,March,Radiation Therapy,Pancreas,9122,37316
2002,March,Surgeries,Liver,1822,37316
2002,March,Surgeries,Pancreas,2582,37316
2002,April,Chemotherapy,Liver,9314,37347
2002,April,Chemotherapy,Pancreas,1256,37347
2002,April,Inpatient Days,Liver,8090,37347
2002,April,Inpatient Days,Pancreas,4116,37347
2002,April,Radiation Therapy,Liver,6119,37347
2002,April,Radiation Therapy,Pancreas,6739,37347
2002,April,Surgeries,Liver,9933,37347
2002,April,Surgeries,Pancreas,1747,37347
2002,May,Chemotherapy,Liver,863,37377
2002,May,Chemotherapy,Pancreas,2766,37377
2002,May,Inpatient Days,Liver,9044,37377
2002,May,Inpatient Days,Pancreas,6889,37377
2002,May,Radiation Therapy,Liver,6426,37377
2002,May,Radiation Therapy,Pancreas,9225,37377
2002,May,Surgeries,Liver,8344,37377
2002,May,Surgeries,Pancreas,3596,37377
2002,June,Chemotherapy,Liver,9414,37408
2002,June,Chemotherapy,Pancreas,6863,37408
2002,June,Inpatient Days,Liver,7385,37408
2002,June,Inpatient Days,Pancreas,78,37408
2002,June,Radiation Therapy,Liver,5488,37408
2002,June,Radiation Therapy,Pancreas,3812,37408
2002,June,Surgeries,Liver,3096,37408
2002,June,Surgeries,Pancreas,1090,37408
2002,July,Chemotherapy,Liver,8443,37438
2002,July,Chemotherapy,Pancreas,7955,37438
2002,July,Inpatient Days,Liver,4551,37438
2002,July,Inpatient Days,Pancreas,4667,37438
2002,July,Radiation Therapy,Liver,8337,37438
2002,July,Radiation Therapy,Pancreas,6122,37438
2002,July,Surgeries,Liver,4185,37438
2002,July,Surgeries,Pancreas,5956,37438
2002,August,Chemotherapy,Liver,6169,37469
2002,August,Chemotherapy,Pancreas,5822,37469
2002,August,Inpatient Days,Liver,8731,37469
2002,August,Inpatient Days,Pancreas,9395,37469
2002,August,Radiation Therapy,Liver,3592,37469
2002,August,Radiation Therapy,Pancreas,7747,37469
2002,August,Surgeries,Liver,9821,37469
2002,August,Surgeries,Pancreas,8895,37469
2002,September,Chemotherapy,Liver,9079,37500
2002,September,Chemotherapy,Pancreas,3807,37500
2002,September,Inpatient Days,Liver,7924,37500
2002,September,Inpatient Days,Pancreas,3561,37500
2002,September,Radiation Therapy,Liver,2904,37500
2002,September,Radiation Therapy,Pancreas,2544,37500
2002,September,Surgeries,Liver,8775,37500
2002,September,Surgeries,Pancreas,6902,37500
2002,October,Chemotherapy,Liver,4716,37530
2002,October,Chemotherapy,Pancreas,9254,37530
2002,October,Inpatient Days,Liver,6492,37530
2002,October,Inpatient Days,Pancreas,7343,37530
2002,October,Radiation Therapy,Liver,3596,37530
2002,October,Radiation Therapy,Pancreas,1455,37530
2002,October,Surgeries,Liver,7993,37530
2002,October,Surgeries,Pancreas,7349,37530
2002,November,Chemotherapy,Liver,3875,37561
2002,November,Chemotherapy,Pancreas,1857,37561
2002,November,Inpatient Days,Liver,1840,37561
2002,November,Inpatient Days,Pancreas,2191,37561
2002,November,Radiation Therapy,Liver,7993,37561
2002,November,Radiation Therapy,Pancreas,8516,37561
2002,November,Surgeries,Liver,653,37561
2002,November,Surgeries,Pancreas,5084,37561
2002,December,Chemotherapy,Liver,1319,37591
2002,December,Chemotherapy,Pancreas,7573,37591
2002,December,Inpatient Days,Liver,5331,37591
2002,December,Inpatient Days,Pancreas,8445,37591
2002,December,Radiation Therapy,Liver,1917,37591
2002,December,Radiation Therapy,Pancreas,3146,37591
2002,December,Surgeries,Liver,6611,37591
2002,December,Surgeries,Pancreas,8628,37591
2003,January,Chemotherapy,Liver,4502,37622
2003,January,Chemotherapy,Pancreas,1045,37622
2003,January,Inpatient Days,Liver,7406,37622
2003,January,Inpatient Days,Pancreas,5650,37622
2003,January,Radiation Therapy,Liver,9354,37622
2003,January,Radiation Therapy,Pancreas,6936,37622
2003,January,Surgeries,Liver,9731,37622
2003,January,Surgeries,Pancreas,7982,37622
2003,February,Chemotherapy,Liver,4743,37653
2003,February,Chemotherapy,Pancreas,9584,37653
2003,February,Inpatient Days,Liver,9850,37653
2003,February,Inpatient Days,Pancreas,3718,37653
2003,February,Radiation Therapy,Pancreas,2831,37653
2003,February,Surgeries,Liver,8805,37653
2003,February,Surgeries,Pancreas,4766,37653
2003,March,Chemotherapy,Liver,3221,37681
2003,March,Chemotherapy,Pancreas,6451,37681
2003,March,Inpatient Days,Liver,4384,37681
2003,March,Inpatient Days,Pancreas,3933,37681
2003,March,Radiation Therapy,Liver,429,37681
2003,March,Radiation Therapy,Pancreas,9004,37681
2003,March,Surgeries,Liver,320,37681
2003,March,Surgeries,Pancreas,9450,37681
2003,April,Chemotherapy,Liver,359,37712
2003,April,Chemotherapy,Pancreas,8479,37712
2003,April,Inpatient Days,Liver,9110,37712
2003,April,Inpatient Days,Pancreas,3535,37712
2003,April,Radiation Therapy,Liver,416,37712
2003,April,Radiation Therapy,Pancreas,4389,37712
2003,April,Surgeries,Liver,9671,37712
2003,April,Surgeries,Pancreas,7457,37712
2003,May,Chemotherapy,Liver,6071,37742
2003,May,Chemotherapy,Pancreas,6401,37742
2003,May,Inpatient Days,Liver,6240,37742
2003,May,Inpatient Days,Pancreas,8084,37742
2003,May,Radiation Therapy,Liver,4442,37742
2003,May,Radiation Therapy,Pancreas,361,37742
2003,May,Surgeries,Liver,1154,37742
2003,May,Surgeries,Pancreas,5642,37742
2003,June,Chemotherapy,Liver,2351,37773
2003,June,Chemotherapy,Pancreas,6342,37773
2003,June,Inpatient Days,Liver,7017,37773
2003,June,Inpatient Days,Pancreas,2495,37773
2003,June,Radiation Therapy,Liver,1505,37773
2003,June,Radiation Therapy,Pancreas,2887,37773
2003,June,Surgeries,Liver,8356,37773
2003,June,Surgeries,Pancreas,8833,37773
2003,July,Chemotherapy,Liver,4682,37803
2003,July,Chemotherapy,Pancreas,8423,37803
2003,July,Inpatient Days,Liver,77,37803
2003,July,Inpatient Days,Pancreas,8887,37803
2003,July,Radiation Therapy,Liver,1508,37803
2003,July,Radiation Therapy,Pancreas,3635,37803
2003,July,Surgeries,Liver,2650,37803
2003,July,Surgeries,Pancreas,8752,37803
2003,August,Chemotherapy,Liver,7507,37834
2003,August,Chemotherapy,Pancreas,7964,37834
2003,August,Inpatient Days,Liver,6326,37834
2003,August,Inpatient Days,Pancreas,9063,37834
2003,August,Radiation Therapy,Pancreas,9343,37834
2003,August,Surgeries,Liver,1506,37834
2003,August,Surgeries,Pancreas,4446,37834
2003,September,Chemotherapy,Liver,7509,37865
2003,September,Chemotherapy,Pancreas,4402,37865
2003,September,Inpatient Days,Liver,2491,37865
2003,September,Inpatient Days,Pancreas,6529,37865
2003,September,Radiation Therapy,Pancreas,9864,37865
2003,September,Surgeries,Liver,6829,37865
2003,September,Surgeries,Pancreas,5498,37865
2003,October,Chemotherapy,Liver,6612,37895
2003,October,Chemotherapy,Pancreas,3581,37895
2003,October,Inpatient Days,Liver,2306,37895
2003,October,Inpatient Days,Pancreas,2621,37895
2003,October,Radiation Therapy,Pancreas,4091,37895
2003,October,Surgeries,Liver,3866,37895
2003,October,Surgeries,Pancreas,5200,37895
2003,November,Chemotherapy,Liver,5390,37926
2003,November,Chemotherapy,Pancreas,8208,37926
2003,November,Inpatient Days,Liver,2662,37926
2003,November,Inpatient Days,Pancreas,7990,37926
2003,November,Radiation Therapy,Liver,6714,37926
2003,November,Radiation Therapy,Pancreas,1430,37926
2003,November,Surgeries,Liver,4271,37926
2003,November,Surgeries,Pancreas,5432,37926
2003,December,Chemotherapy,Liver,6675,37956
2003,December,Chemotherapy,Pancreas,1699,37956
2003,December,Inpatient Days,Liver,3749,37956
2003,December,Inpatient Days,Pancreas,221,37956
2003,December,Radiation Therapy,Liver,4004,37956
2003,December,Radiation Therapy,Pancreas,3488,37956
2003,December,Surgeries,Liver,4320,37956
2003,December,Surgeries,Pancreas,7137,37956
2004,January,Chemotherapy,Liver,3702,37987
2004,January,Chemotherapy,Pancreas,3400,37987
2004,January,Inpatient Days,Liver,7012,37987
2004,January,Inpatient Days,Pancreas,626,37987
2004,January,Radiation Therapy,Liver,1856,37987
2004,January,Radiation Therapy,Pancreas,4723,37987
2004,January,Surgeries,Liver,2232,37987
2004,January,Surgeries,Pancreas,964,37987
2004,February,Chemotherapy,Liver,6276,38018
2004,February,Chemotherapy,Pancreas,8005,38018
2004,February,Inpatient Days,Liver,4265,38018
2004,February,Inpatient Days,Pancreas,2158,38018
2004,February,Radiation Therapy,Liver,3296,38018
2004,February,Radiation Therapy,Pancreas,6841,38018
2004,February,Surgeries,Liver,5472,38018
2004,February,Surgeries,Pancreas,3707,38018
2004,March,Chemotherapy,Liver,7118,38047
2004,March,Chemotherapy,Pancreas,3623,38047
2004,March,Inpatient Days,Liver,990,38047
2004,March,Inpatient Days,Pancreas,5238,38047
2004,March,Radiation Therapy,Liver,6630,38047
2004,March,Radiation Therapy,Pancreas,4857,38047
2004,March,Surgeries,Liver,8737,38047
2004,March,Surgeries,Pancreas,8762,38047
2004,April,Chemotherapy,Liver,431,38078
2004,April,Chemotherapy,Pancreas,1679,38078
2004,April,Inpatient Days,Liver,8074,38078
2004,April,Inpatient Days,Pancreas,6615,38078
2004,April,Radiation Therapy,Pancreas,7031,38078
2004,April,Surgeries,Liver,6110,38078
2004,April,Surgeries,Pancreas,4841,38078
2004,May,Chemotherapy,Liver,9519,38108
2004,May,Chemotherapy,Pancreas,5454,38108
2004,May,Inpatient Days,Liver,8271,38108
2004,May,Inpatient Days,Pancreas,7614,38108
2004,May,Radiation Therapy,Liver,4396,38108
2004,May,Radiation Therapy,Pancreas,2737,38108
2004,May,Surgeries,Liver,9495,38108
2004,May,Surgeries,Pancreas,4710,38108
2004,June,Chemotherapy,Liver,8353,38139
2004,June,Chemotherapy,Pancreas,543,38139
2004,June,Inpatient Days,Liver,109,38139
2004,June,Inpatient Days,Pancreas,8049,38139
2004,June,Radiation Therapy,Liver,4144,38139
2004,June,Radiation Therapy,Pancreas,2884,38139
2004,June,Surgeries,Liver,174,38139
2004,June,Surgeries,Pancreas,2857,38139
2004,July,Chemotherapy,Liver,6378,38169
2004,July,Chemotherapy,Pancreas,6521,38169
2004,July,Inpatient Days,Liver,5901,38169
2004,July,Inpatient Days,Pancreas,2102,38169
2004,July,Radiation Therapy,Liver,1443,38169
2004,July,Radiation Therapy,Pancreas,4438,38169
2004,July,Surgeries,Liver,3569,38169
2004,July,Surgeries,Pancreas,1693,38169
2004,August,Chemotherapy,Liver,8566,38200
2004,August,Chemotherapy,Pancreas,3562,38200
2004,August,Inpatient Days,Liver,4047,38200
2004,August,Inpatient Days,Pancreas,3531,38200
2004,August,Radiation Therapy,Liver,2877,38200
2004,August,Radiation Therapy,Pancreas,622,38200
2004,August,Surgeries,Liver,8394,38200
2004,August,Surgeries,Pancreas,9228,38200
2004,September,Chemotherapy,Liver,9361,38231
2004,September,Chemotherapy,Pancreas,6839,38231
2004,September,Inpatient Days,Liver,3970,38231
2004,September,Inpatient Days,Pancreas,7788,38231
2004,September,Radiation Therapy,Liver,7263,38231
2004,September,Radiation Therapy,Pancreas,5850,38231
2004,September,Surgeries,Liver,4458,38231
2004,September,Surgeries,Pancreas,7434,38231
2004,October,Chemotherapy,Liver,2635,38261
2004,October,Chemotherapy,Pancreas,2979,38261
2004,October,Inpatient Days,Liver,8587,38261
2004,October,Inpatient Days,Pancreas,5755,38261
2004,October,Radiation Therapy,Liver,7406,38261
2004,October,Radiation Therapy,Pancreas,8405,38261
2004,October,Surgeries,Liver,7758,38261
2004,October,Surgeries,Pancreas,7876,38261
2004,November,Chemotherapy,Liver,4601,38292
2004,November,Chemotherapy,Pancreas,9533,38292
2004,November,Inpatient Days,Liver,8891,38292
2004,November,Inpatient Days,Pancreas,3207,38292
2004,November,Radiation Therapy,Liver,3863,38292
2004,November,Radiation Therapy,Pancreas,5571,38292
2004,November,Surgeries,Liver,7520,38292
2004,November,Surgeries,Pancreas,1587,38292
2004,December,Chemotherapy,Liver,8464,38322
2004,December,Chemotherapy,Pancreas,2791,38322
2004,December,Inpatient Days,Liver,7530,38322
2004,December,Inpatient Days,Pancreas,6371,38322
2004,December,Radiation Therapy,Liver,207,38322
2004,December,Radiation Therapy,Pancreas,4249,38322
2004,December,Surgeries,Liver,7698,38322
2004,December,Surgeries,Pancreas,2797,38322
2005,January,Chemotherapy,Liver,1194,38353
2005,January,Chemotherapy,Pancreas,9335,38353
2005,January,Inpatient Days,Liver,3909,38353
2005,January,Inpatient Days,Pancreas,687,38353
2005,January,Radiation Therapy,Pancreas,5632,38353
2005,January,Surgeries,Liver,5901,38353
2005,January,Surgeries,Pancreas,8175,38353
2005,February,Chemotherapy,Liver,3659,38384
2005,February,Chemotherapy,Pancreas,6425,38384
2005,February,Inpatient Days,Liver,9275,38384
2005,February,Inpatient Days,Pancreas,8459,38384
2005,February,Radiation Therapy,Liver,6593,38384
2005,February,Radiation Therapy,Pancreas,9278,38384
2005,February,Surgeries,Liver,7936,38384
2005,February,Surgeries,Pancreas,4459,38384
2005,March,Chemotherapy,Liver,4583,38412
2005,March,Chemotherapy,Pancreas,3374,38412
2005,March,Inpatient Days,Liver,2984,38412
2005,March,Inpatient Days,Pancreas,7995,38412
2005,March,Radiation Therapy,Liver,9786,38412
2005,March,Radiation Therapy,Pancreas,9324,38412
2005,March,Surgeries,Liver,6156,38412
2005,March,Surgeries,Pancreas,5759,38412
2005,April,Chemotherapy,Liver,554,38443
2005,April,Chemotherapy,Pancreas,4268,38443
2005,April,Inpatient Days,Liver,8291,38443
2005,April,Inpatient Days,Pancreas,9863,38443
2005,April,Radiation Therapy,Liver,7886,38443
2005,April,Radiation Therapy,Pancreas,2766,38443
2005,April,Surgeries,Liver,7602,38443
2005,April,Surgeries,Pancreas,6672,38443
2005,May,Chemotherapy,Liver,1714,38473
2005,May,Chemotherapy,Pancreas,4715,38473
2005,May,Inpatient Days,Liver,3940,38473
2005,May,Inpatient Days,Pancreas,3042,38473
2005,May,Radiation Therapy,Liver,9847,38473
2005,May,Radiation Therapy,Pancreas,2613,38473
2005,May,Surgeries,Liver,6901,38473
2005,May,Surgeries,Pancreas,4922,38473
2005,June,Chemotherapy,Liver,506,38504
2005,June,Chemotherapy,Pancreas,7380,38504
2005,June,Inpatient Days,Liver,3909,38504
2005,June,Inpatient Days,Pancreas,6515,38504
2005,June,Radiation Therapy,Liver,4408,38504
2005,June,Radiation Therapy,Pancreas,9081,38504
2005,June,Surgeries,Liver,3780,38504
2005,June,Surgeries,Pancreas,2876,38504
2005,July,Chemotherapy,Liver,3280,38534
2005,July,Chemotherapy,Pancreas,3460,38534
2005,July,Inpatient Days,Liver,8680,38534
2005,July,Inpatient Days,Pancreas,8092,38534
2005,July,Radiation Therapy,Liver,5020,38534
2005,July,Radiation Therapy,Pancreas,741,38534
2005,July,Surgeries,Liver,7703,38534
2005,July,Surgeries,Pancreas,8775,38534
2005,August,Chemotherapy,Liver,4165,38565
2005,August,Chemotherapy,Pancreas,8475,38565
2005,August,Inpatient Days,Liver,9273,38565
2005,August,Inpatient Days,Pancreas,4301,38565
2005,August,Radiation Therapy,Liver,418,38565
2005,August,Radiation Therapy,Pancreas,6484,38565
2005,August,Surgeries,Liver,2543,38565
2005,August,Surgeries,Pancreas,4136,38565
2005,September,Chemotherapy,Liver,3884,38596
2005,September,Chemotherapy,Pancreas,961,38596
2005,September,Inpatient Days,Liver,8664,38596
2005,September,Inpatient Days,Pancreas,5039,38596
2005,September,Radiation Therapy,Liver,4235,38596
2005,September,Radiation Therapy,Pancreas,9106,38596
2005,September,Surgeries,Liver,6322,38596
2005,September,Surgeries,Pancreas,166,38596
2005,October,Chemotherapy,Liver,8773,38626
2005,October,Chemotherapy,Pancreas,6033,38626
2005,October,Inpatient Days,Liver,708,38626
2005,October,Inpatient Days,Pancreas,9239,38626
2005,October,Radiation Therapy,Liver,7156,38626
2005,October,Radiation Therapy,Pancreas,9451,38626
2005,October,Surgeries,Liver,3392,38626
2005,October,Surgeries,Pancreas,4365,38626
2005,November,Chemotherapy,Liver,4947,38657
2005,November,Chemotherapy,Pancreas,7656,38657
2005,November,Inpatient Days,Liver,5747,38657
2005,November,Inpatient Days,Pancreas,2191,38657
2005,November,Radiation Therapy,Liver,8800,38657
2005,November,Radiation Therapy,Pancreas,5613,38657
2005,November,Surgeries,Liver,283,38657
2005,November,Surgeries,Pancreas,4612,38657
2005,December,Chemotherapy,Liver,3399,38687
2005,December,Chemotherapy,Pancreas,902,38687
2005,December,Inpatient Days,Liver,2241,38687
2005,December,Inpatient Days,Pancreas,3505,38687
2005,December,Radiation Therapy,Liver,8593,38687
2005,December,Radiation Therapy,Pancreas,4214,38687
2005,December,Surgeries,Liver,613,38687
2005,December,Surgeries,Pancreas,3531,38687
2006,January,Chemotherapy,Liver,7919,38718
2006,January,Chemotherapy,Pancreas,3446,38718
2006,January,Inpatient Days,Liver,130,38718
2006,January,Inpatient Days,Pancreas,3577,38718
2006,January,Radiation Therapy,Liver,4692,38718
2006,January,Radiation Therapy,Pancreas,2385,38718
2006,January,Surgeries,Liver,5709,38718
2006,January,Surgeries,Pancreas,287,38718
2006,February,Chemotherapy,Liver,4830,38749
2006,February,Chemotherapy,Pancreas,246,38749
2006,February,Inpatient Days,Liver,6625,38749
2006,February,Inpatient Days,Pancreas,1827,38749
2006,February,Radiation Therapy,Liver,2196,38749
2006,February,Radiation Therapy,Pancreas,6439,38749
2006,February,Surgeries,Liver,3183,38749
2006,February,Surgeries,Pancreas,7014,38749
2006,March,Chemotherapy,Liver,8594,38777
2006,March,Chemotherapy,Pancreas,4614,38777
2006,March,Inpatient Days,Liver,7575,38777
2006,March,Inpatient Days,Pancreas,1853,38777
2006,March,Radiation Therapy,Liver,4406,38777
2006,March,Radiation Therapy,Pancreas,2289,38777
2006,March,Surgeries,Liver,1168,38777
2006,March,Surgeries,Pancreas,8601,38777
2006,April,Chemotherapy,Liver,2227,38808
2006,April,Chemotherapy,Pancreas,3871,38808
2006,April,Inpatient Days,Liver,3858,38808
2006,April,Inpatient Days,Pancreas,4807,38808
2006,April,Radiation Therapy,Pancreas,8806,38808
2006,April,Surgeries,Liver,9368,38808
2006,April,Surgeries,Pancreas,1571,38808
2006,May,Chemotherapy,Liver,8851,38838
2006,May,Chemotherapy,Pancreas,1553,38838
2006,May,Inpatient Days,Liver,7145,38838
2006,May,Inpatient Days,Pancreas,2988,38838
2006,May,Radiation Therapy,Pancreas,505,38838
2006,May,Surgeries,Liver,2938,38838
2006,May,Surgeries,Pancreas,2761,38838
2006,June,Chemotherapy,Liver,2125,38869
2006,June,Chemotherapy,Pancreas,9906,38869
2006,June,Inpatient Days,Liver,9082,38869
2006,June,Inpatient Days,Pancreas,7779,38869
2006,June,Radiation Therapy,Pancreas,305,38869
2006,June,Surgeries,Liver,5266,38869
2006,June,Surgeries,Pancreas,7564,38869
2006,July,Chemotherapy,Liver,3590,38899
2006,July,Chemotherapy,Pancreas,5481,38899
2006,July,Inpatient Days,Liver,9456,38899
2006,July,Inpatient Days,Pancreas,7156,38899
2006,July,Radiation Therapy,Liver,664,38899
2006,July,Radiation Therapy,Pancreas,8184,38899
2006,July,Surgeries,Liver,7655,38899
2006,July,Surgeries,Pancreas,660,38899
2006,August,Chemotherapy,Liver,6340,38930
2006,August,Chemotherapy,Pancreas,428,38930
2006,August,Inpatient Days,Liver,9347,38930
2006,August,Inpatient Days,Pancreas,3966,38930
2006,August,Radiation Therapy,Liver,8669,38930
2006,August,Radiation Therapy,Pancreas,9991,38930
2006,August,Surgeries,Liver,4505,38930
2006,August,Surgeries,Pancreas,5400,38930
2006,September,Chemotherapy,Liver,9000,38961
2006,September,Chemotherapy,Pancreas,438,38961
2006,September,Inpatient Days,Liver,6009,38961
2006,September,Inpatient Days,Pancreas,5534,38961
2006,September,Radiation Therapy,Liver,1308,38961
2006,September,Radiation Therapy,Pancreas,7135,38961
2006,September,Surgeries,Liver,8368,38961
2006,September,Surgeries,Pancreas,5337,38961
2006,October,Chemotherapy,Liver,486,38991
2006,October,Chemotherapy,Pancreas,1342,38991
2006,October,Inpatient Days,Liver,4769,38991
2006,October,Inpatient Days,Pancreas,464,38991
2006,October,Radiation Therapy,Liver,2173,38991
2006,October,Radiation Therapy,Pancreas,8230,38991
2006,October,Surgeries,Liver,3549,38991
2006,October,Surgeries,Pancreas,5950,38991
2006,November,Chemotherapy,Liver,2975,39022
2006,November,Chemotherapy,Pancreas,2970,39022
2006,November,Inpatient Days,Liver,9524,39022
2006,November,Inpatient Days,Pancreas,7718,39022
2006,November,Radiation Therapy,Liver,7705,39022
2006,November,Radiation Therapy,Pancreas,7840,39022
2006,November,Surgeries,Liver,958,39022
2006,November,Surgeries,Pancreas,5030,39022
2006,December,Chemotherapy,Liver,6654,39052
2006,December,Chemotherapy,Pancreas,1449,39052
2006,December,Inpatient Days,Liver,7777,39052
2006,December,Inpatient Days,Pancreas,5882,39052
2006,December,Radiation Therapy,Liver,1309,39052
2006,December,Radiation Therapy,Pancreas,7457,39052
2006,December,Surgeries,Liver,320,39052
2006,December,Surgeries,Pancreas,8779,39052
2007,January,Chemotherapy,Liver,3011,39083
2007,January,Chemotherapy,Pancreas,9468,39083
2007,January,Inpatient Days,Liver,1091,39083
2007,January,Inpatient Days,Pancreas,3222,39083
2007,January,Radiation Therapy,Liver,3544,39083
2007,January,Radiation Therapy,Pancreas,106,39083
2007,January,Surgeries,Liver,5625,39083
2007,January,Surgeries,Pancreas,6531,39083
2007,February,Chemotherapy,Liver,6398,39114
2007,February,Chemotherapy,Pancreas,7152,39114
2007,February,Inpatient Days,Liver,8600,39114
2007,February,Inpatient Days,Pancreas,7938,39114
2007,February,Radiation Therapy,Liver,4103,39114
2007,February,Radiation Therapy,Pancreas,4575,39114
2007,February,Surgeries,Liver,8299,39114
2007,February,Surgeries,Pancreas,4322,39114
2007,March,Chemotherapy,Liver,2660,39142
2007,March,Chemotherapy,Pancreas,5936,39142
2007,March,Inpatient Days,Liver,1870,39142
2007,March,Inpatient Days,Pancreas,840,39142
2007,March,Radiation Therapy,Liver,1135,39142
2007,March,Radiation Therapy,Pancreas,1550,39142
2007,March,Surgeries,Liver,5763,39142
2007,March,Surgeries,Pancreas,3779,39142
2007,April,Chemotherapy,Liver,2818,39173
2007,April,Chemotherapy,Pancreas,5069,39173
2007,April,Inpatient Days,Liver,272,39173
2007,April,Inpatient Days,Pancreas,3477,39173
2007,April,Radiation Therapy,Liver,2019,39173
2007,April,Radiation Therapy,Pancreas,341,39173
2007,April,Surgeries,Liver,9885,39173
2007,April,Surgeries,Pancreas,8485,39173
2007,May,Chemotherapy,Liver,9032,39203
2007,May,Chemotherapy,Pancreas,1851,39203
2007,May,Inpatient Days,Liver,4134,39203
2007,May,Inpatient Days,Pancreas,4459,39203
2007,May,Radiation Therapy,Liver,5562,39203
2007,May,Radiation Therapy,Pancreas,7244,39203
2007,May,Surgeries,Liver,9727,39203
2007,May,Surgeries,Pancreas,530,39203
2007,June,Chemotherapy,Liver,3161,39234
2007,June,Chemotherapy,Pancreas,6481,39234
2007,June,Inpatient Days,Liver,8280,39234
2007,June,Inpatient Days,Pancreas,4715,39234
2007,June,Radiation Therapy,Liver,6121,39234
2007,June,Radiation Therapy,Pancreas,8831,39234
2007,June,Surgeries,Liver,952,39234
2007,June,Surgeries,Pancreas,3052,39234
2007,July,Chemotherapy,Liver,1779,39264
2007,July,Chemotherapy,Pancreas,6529,39264
2007,July,Inpatient Days,Liver,182,39264
2007,July,Inpatient Days,Pancreas,3480,39264
2007,July,Radiation Therapy,Pancreas,4069,39264
2007,July,Surgeries,Liver,3791,39264
2007,July,Surgeries,Pancreas,7686,39264
2007,August,Chemotherapy,Liver,8313,39295
2007,August,Chemotherapy,Pancreas,1360,39295
2007,August,Inpatient Days,Liver,8034,39295
2007,August,Inpatient Days,Pancreas,3456,39295
2007,August,Radiation Therapy,Liver,6058,39295
2007,August,Radiation Therapy,Pancreas,6497,39295
2007,August,Surgeries,Liver,549,39295
2007,August,Surgeries,Pancreas,4404,39295
2007,September,Chemotherapy,Liver,6883,39326
2007,September,Chemotherapy,Pancreas,6578,39326
2007,September,Inpatient Days,Liver,7473,39326
2007,September,Inpatient Days,Pancreas,8066,39326
2007,September,Radiation Therapy,Liver,9180,39326
2007,September,Radiation Therapy,Pancreas,1282,39326
2007,September,Surgeries,Liver,996,39326
2007,September,Surgeries,Pancreas,1823,39326
2007,October,Chemotherapy,Liver,8929,39356
2007,October,Chemotherapy,Pancreas,8802,39356
2007,October,Inpatient Days,Liver,9563,39356
2007,October,Inpatient Days,Pancreas,3919,39356
2007,October,Radiation Therapy,Liver,3816,39356
2007,October,Radiation Therapy,Pancreas,3838,39356
2007,October,Surgeries,Liver,9751,39356
2007,October,Surgeries,Pancreas,7562,39356
2007,November,Chemotherapy,Liver,1164,39387
2007,November,Chemotherapy,Pancreas,5533,39387
2007,November,Inpatient Days,Liver,4539,39387
2007,November,Inpatient Days,Pancreas,7933,39387
2007,November,Radiation Therapy,Liver,833,39387
2007,November,Radiation Therapy,Pancreas,2298,39387
2007,November,Surgeries,Liver,9668,39387
2007,November,Surgeries,Pancreas,597,39387
2007,December,Chemotherapy,Liver,7352,39417
